#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
3637150_168_A3TKD7EJ6BM0M5	train	1	['corporations', 'getting', 'wealthier', 'is', 'good', 'for', 'their', 'surrounding', 'communities']	['corporations', 'getting', 'wealthier', 'is', 'not', 'good', 'for', 'their', 'surrounding', 'communities']	['due', 'to', 'a', 'lack', 'of', 'oversight', 'billions', 'of', 'taxpayer', 'dollars', 'were', 'awarded', 'to', 'corporations', 'linked', 'to', 'republicans', '.']	['privatization', 'is', 'a', 'bad', 'deal', 'for', 'cities', 'and', 'states']	['is', 'privatization', 'a', 'bad', 'deal', 'for', 'cities', 'and', 'states', '?']	['to', 'save', 'money', ',', 'new', 'york', 'is', 'turning', 'the', 'clock', 'back', 'on', 'outsourcing', 'by', 'replacing', 'private', 'contractors', 'with', 'city', 'workers', '.']
6032130_73_A34QZDSTKZ3JO9	train	1	['some', 'kids', 'know', 'how', 'to', 'cook', 'at', 'home']	"['some', 'kids', 'do', ""n't"", 'know', 'how', 'to', 'cook', 'at', 'home']"	['some', 'kids', 'are', 'not', 'taught', 'by', 'parents', 'how', 'to', 'cook', ',', 'and', 'many', 'schools', 'have', 'done', 'away', 'with', 'home', 'economics', 'in', 'favor', 'of', 'science', 'and', 'math', '.']	['we', 'need', 'more', 'advice', 'about', 'eating', 'well']	['do', 'we', 'need', 'more', 'advice', 'about', 'eating', 'well', '?']	['maybe', 'americans', 'would', 'be', 'healthier', 'if', 'we', 'understood', 'nutrition', 'better', '.', 'or', 'maybe', 'we', 'know', 'enough', ',', 'and', 'eat', 'poorly', 'for', 'other', 'reasons', '.']
7956728_349_A1CF6U3GF7DZEJ	train	1	['the', 'less', 'fortunate', 'may', 'have', 'to', 'do', 'without', 'in', 'the', 'time', 'of', 'economic', 'cutbacks']	['the', 'less', 'fortunate', 'should', 'not', 'have', 'to', 'do', 'without', 'in', 'the', 'time', 'of', 'economic', 'cutbacks']	"['public', 'libraries', 'are', 'good', 'for', 'those', 'less', 'fortunate', ',', 'providing', 'a', 'nearly', 'free', 'source', 'of', 'different', 'media', ""'s"", '.']"	['we', 'need', 'libraries']	['do', 'we', 'still', 'need', 'libraries', '?']	['what', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
11408162_263_A3GNQDFPZALU92	train	1	['this', 'is', 'a', 'ridiculous', 'myth', 'that', 'has', 'no', 'basis', 'in', 'reality', 'and', 'is', 'in', 'every', 'way', 'factually', 'incorrect']	['this', 'is', 'not', 'a', 'ridiculous', 'myth', 'that', 'has', 'no', 'basis', 'in', 'reality', 'and', 'is', 'in', 'every', 'way', 'not', 'factually', 'incorrect']	['vaccinations', 'can', 'cause', 'polio', 'even', 'in', 'the', 'weakened', 'form', '.']	['vaccination', 'should', 'not', 'be', 'mandatory', 'for', 'all', 'children']	['making', 'vaccination', 'mandatory', 'for', 'all', 'children']	['should', 'parents', 'no', 'longer', 'be', 'allowed', 'to', 'get', 'religious', 'or', 'philosophical', 'exemptions', 'from', 'having', 'their', 'children', 'immunized', '?']
9832599_442_APW9F8OTJ4KXO	train	1	['doing', 'so', 'would', 'make', 'a', 'statement', 'that', 'the', 'us', 'is', 'not', 'intimidated', 'by', 'possible', 'repercussions']	['doing', 'so', 'would', 'make', 'a', 'statement', 'that', 'the', 'us', 'is', 'intimidated', 'by', 'possible', 'repercussions']	['regime', 'change', 'in', 'libya', 'led', 'to', 'the', 'murder', 'of', 'a', 'us', 'ambassador', ',', 'and', 'attacking', 'syria', 'could', 'have', 'similar', 'results', '.']	['us', 'should', 'not', 'attack', 'syria']	['is', 'an', 'attack', 'on', 'syria', 'justified', '?']	"['should', 'the', 'united', 'states', 'and', 'its', 'allies', 'launch', 'air', 'strikes', 'against', 'syria', 'in', 'response', 'to', 'the', 'assad', 'regime', ""'s"", 'reported', 'use', 'of', 'chemical', 'weapons', '?']"
7528221_101_A3GNQDFPZALU92	train	0	"['those', 'local', 'officials', 'and', 'citizens', 'do', ""n't"", 'need', 'a', 'government', 'agency', 'support', 'in', 'addition', 'their', 'own', 'self', '-', 'sufficience']"	['those', 'local', 'officials', 'and', 'citizens', 'need', 'government', 'agency', 'support', 'in', 'addition', 'to', 'and', 'in', 'support', 'of', 'their', 'own', 'self', '-', 'sufficience']	['disasters', 'are', 'locally', 'handled', 'by', 'officials', 'and', 'neighbors', '.']	"['we', 'do', ""n't"", 'need', 'fema']"	['do', 'we', 'really', 'need', 'fema', '?']	"['should', 'the', 'states', ',', 'or', 'private', 'companies', ',', 'take', 'over', 'fema', ""'s"", 'responsibilities', 'for', 'emergency', 'response', '.']"
6131389_93_A2JKETV64OU7DY	train	0	['eating', 'plants', 'is', 'only', 'half', 'of', 'what', 'it', 'means', 'to', 'be', 'an', 'omnivore']	"['eating', 'plants', 'is', 'half', 'of', 'what', 'it', 'means', 'to', 'be', 'an', 'omnivore', 'person', 'and', '50', 'percent', 'is', ""n't"", 'bad', '!']"	['human', 'bodies', 'are', 'designed', 'as', 'omnivores', '.']	['veganism', 'is', 'not', 'good', 'for', 'everyone']	['is', 'veganism', 'good', 'for', 'everyone', '?']	"['maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
9043990_0_A34QZDSTKZ3JO9	train	1	"['there', 'are', ""n't"", 'many', 'short', 'players', 'anyway']"	['there', 'are', 'many', 'short', 'players']	['raising', 'the', 'rim', 'would', 'further', 'increase', 'the', 'advantage', 'of', 'taller', 'players', ',', 'not', 'decrease', 'it', '.']	['rim', 'should', 'not', 'be', 'raised']	['raise', 'the', 'rim', '?']	['many', 'basketball', 'players', 'today', 'are', 'a', 'foot', 'taller', 'than', 'players', 'were', 'in', 'the', '1800s', ';', 'the', 'rim', 'is', 'no', 'longer', 'out', 'of', 'reach', '.', 'should', 'it', 'be', 'raised', '?']
9305668_0_A1CF6U3GF7DZEJ	train	0	['the', 'worker', 'in', 'this', 'field', 'has', 'chosen', 'to', 'work', 'in', 'this', 'risky', 'business']	['the', 'worker', 'in', 'this', 'field', 'has', 'unwisely', 'chosen', 'to', 'work', 'in', 'this', 'risky', 'business']	['getting', 'rid', 'of', 'tips', 'would', 'create', 'another', 'problem', 'for', 'the', 'american', 'worker', '.']	['to', 'tip']	['to', 'tip', 'or', 'not', 'to', 'tip']	['should', 'restaurants', 'do', 'away', 'with', 'tipping', '?']
9045292_110_A104V8NZIQFN2F	train	0	"['the', 'nba', 'do', ""n't"", 'matter']"	['the', 'nba', 'is', 'all', 'that', 'matters']	['it', 'would', 'be', 'an', 'awkward', 'shot', 'for', 'those', 'who', 'are', 'average', 'height', 'and', 'not', 'in', 'the', 'nba', '.']	['rim', 'should', 'not', 'be', 'raised']	['raise', 'the', 'rim', '?']	['many', 'basketball', 'players', 'today', 'are', 'a', 'foot', 'taller', 'than', 'players', 'were', 'in', 'the', '1800s', ';', 'the', 'rim', 'is', 'no', 'longer', 'out', 'of', 'reach', '.', 'should', 'it', 'be', 'raised', '?']
8839462_225_A1I4CYG5YDFTYM	train	1	['there', 'are', 'no', 'other', 'alternatives', 'on', 'the', 'table']	['there', 'are', 'other', 'alternatives', 'on', 'the', 'table']	['nato', 'should', 'be', 'disbanded', 'and', 'replaced', 'with', 'a', 'more', 'modern', 'organization', '.']	['we', 'should', 'disband', 'nato']	['has', 'nato', 'outlived', 'its', 'usefulness', '?']	['with', 'the', 'soviet', 'union', 'gone', 'and', 'austerity', 'challenging', 'security', ',', 'should', 'we', 'disband', 'nato', '?']
3174640_228_A34QZDSTKZ3JO9	train	0	['people', 'with', 'children', 'in', 'public', 'schools', 'pay', 'a', 'tax']	"['people', 'without', 'children', 'in', 'public', 'schools', 'should', ""n't"", 'pay', 'a', 'tax']"	"['homeowner', ""'s"", 'without', 'children', 'pay', 'school', 'taxes', 'too', '.']"	['home', 'schoolers', 'do', 'not', 'deserve', 'a', 'tax', 'break']	['do', 'home', 'schoolers', 'deserve', 'a', 'tax', 'break', '?']	['some', 'conservatives', 'want', 'a', 'federal', 'credit', 'for', 'families', 'who', 'teach', 'their', 'children', 'at', 'home', '.', 'what', 'are', 'its', 'chances', 'in', 'the', 'new', 'congress', '?']
10228010_115_A34QZDSTKZ3JO9	train	0	['not', 'every', 'industry', 'is', 'founded', 'on', 'greed']	['every', 'industry', 'is', 'founded', 'on', 'greed']	"['the', 'root', 'of', 'gambling', ""'s"", 'appeal', 'is', 'greed', '.']"	['casinos', 'are', 'too', 'much', 'of', 'a', 'gamble']	['are', 'casinos', 'too', 'much', 'of', 'a', 'gamble', '?']	['do', 'the', 'economic', 'and', 'fiscal', 'benefits', 'of', 'casinos', 'outweigh', 'their', 'social', 'and', 'economic', 'costs', '?']
4389032_79_AE861G0AY5RGT	train	0	['the', 'whole', 'world', 'wants', 'to', 'be', 'nyc']	['the', 'whole', 'world', 'does', 'not', 'want', 'to', 'be', 'nyc']	['people', 'from', 'different', 'parts', 'of', 'the', 'world', 'are', 'starting', 'to', 'reflect', 'the', 'same', 'clothing', 'trends', 'as', 'in', 'nyc', '.']	['globalization', 'has', 'ruined', 'street', 'style']	['has', 'globalization', 'ruined', 'street', 'style', '?']	['while', 'some', 'cities', 'have', 'a', 'unique', 'fashion', 'sense', ',', 'others', 'seem', 'oddly', 'familiar', '.', 'is', 'the', 'internet', 'to', 'blame', '?']
7968605_907_A1CF6U3GF7DZEJ	train	1	['romantic', 'people', 'today', 'prefer', 'the', 'comfort', 'of', 'technology']	"['romantic', 'people', 'today', 'do', ""n't"", 'prefer', 'the', 'comfort', 'of', 'technology']"	"['you', 'are', ""n't"", 'interacting', 'with', 'people', 'on', 'phones', ',', 'you', 'are', 'interacting', 'with', 'technology', '.']"	['social', 'media', 'ruin', 'romance']	['has', 'facebook', 'ruined', 'love', '?']	['are', 'tweets', ',', 'status', 'updates', 'and', 'tagged', 'photographs', 'encouraging', 'romance', 'or', 'ruining', 'it', '?']
4964300_0_A1HKYY6XI2OHO1	train	1	['companies', 'might', 'start', 'letting', 'healthy', 'employees', 'shoot', 'the', 'obese', 'ones']	['companies', 'will', 'not', 'start', 'letting', 'healthy', 'employees', 'shoot', 'the', 'obese', 'ones']	"['companies', 'have', 'a', 'right', 'to', 'align', 'themselves', 'with', 'healthier', 'individuals', 'if', 'they', 'so', 'choose', ',', 'which', 'does', ""n't"", 'penalize', 'obese', 'people', 'but', 'instead', 'might', 'motivate', 'them', '.']"	['legislation', 'should', 'not', 'protect', 'obese']	['should', 'legislation', 'protect', 'the', 'obese', '?']	['should', 'it', 'be', 'illegal', 'for', 'businesses', 'to', 'discriminate', 'against', 'unhealthy', 'and', 'heavily', 'overweight', 'applicants', '?']
12013181_785_APW9F8OTJ4KXO	train	1	['good', 'and', 'bad', 'is', 'subjective', 'when', 'it', 'comes', 'to', 'teachers', ',', 'as', 'there', 'is', 'no', 'consistent', 'rating', 'system']	['good', 'and', 'bad', 'is', 'objective', 'when', 'it', 'comes', 'to', 'teachers', ',', 'as', 'there', 'is', 'a', 'consistent', 'rating', 'system']	['tenure', 'allows', 'for', 'protecting', 'the', 'good', 'and', 'firing', 'the', 'bad', 'teachers', '.']	['tenure', 'provides', 'stability']	['does', 'tenure', 'protect', 'bad', 'teachers', 'or', 'good', 'schools', '?']	['do', 'job', 'protections', 'prevent', 'bad', 'faculty', 'from', 'being', 'removed', 'or', 'do', 'they', 'provide', 'for', 'greater', 'stability', 'in', 'a', 'demanding', ',', 'low', '-', 'paid', 'profession', '?']
11520908_55_A34QZDSTKZ3JO9	train	1	['the', 'transcription', 'can', 'be', 'done', 'by', 'machine']	['the', 'transcription', 'can', 'not', 'be', 'done', 'by', 'machine']	['somebody', 'still', 'needs', 'to', 'transcribe', 'audio', 'recordings', '.']	['court', 'stenographers', 'are', 'necessary']	['are', 'court', 'stenographers', 'necessary', '?']	['after', 'a', 'new', 'york', 'court', 'reporter', 'left', 'behind', 'an', 'incomplete', 'record', ',', 'some', 'are', 'asking', 'whether', 'it', 'still', 'makes', 'sense', 'to', 'use', 'stenographers', 'in', 'legal', 'proceedings', '.']
7968413_132_A1I4CYG5YDFTYM	train	0	['people', 'can', 'share', 'their', 'love', 'and', 'devotion', 'to', 'someone', 'special', 'it', 'makes', 'it', 'mean', 'less']	['people', 'can', 'share', 'their', 'love', 'and', 'devotion', 'to', 'someone', 'special', 'it', 'makes', 'it', 'mean', 'even', 'more']	['private', 'moments', 'are', 'now', 'publicized', 'where', 'anybody', 'can', 'comment', '.']	['social', 'media', 'ruin', 'romance']	['has', 'facebook', 'ruined', 'love', '?']	['are', 'tweets', ',', 'status', 'updates', 'and', 'tagged', 'photographs', 'encouraging', 'romance', 'or', 'ruining', 'it', '?']
3188226_172_A2QVMCGDLTWV9	train	0	"['there', 'are', ""n't"", 'any', 'non', '-', 'financial', 'ways', 'to', 'support', 'the', 'public', 'school', 'system', ',']"	['there', 'are', 'non', '-', 'financial', 'ways', 'to', 'support', 'the', 'public', 'school', 'system', ',']	['not', 'using', 'the', 'public', 'system', 'does', 'not', 'exempt', 'home', 'schoolers', 'from', 'supporting', 'it', '.']	['home', 'schoolers', 'do', 'not', 'deserve', 'a', 'tax', 'break']	['do', 'home', 'schoolers', 'deserve', 'a', 'tax', 'break', '?']	['some', 'conservatives', 'want', 'a', 'federal', 'credit', 'for', 'families', 'who', 'teach', 'their', 'children', 'at', 'home', '.', 'what', 'are', 'its', 'chances', 'in', 'the', 'new', 'congress', '?']
3285182_252_A1LZPWVZRTUZD0	train	0	['walmart', 'has', 'good', 'intention', 'of', 'starting', 'a', 'healthy', 'food', 'initiative']	['walmart', 'has', 'no', 'intention', 'of', 'starting', 'a', 'healthy', 'food', 'initiative']	['a', 'healthy', 'food', 'initiative', 'is', 'a', 'great', 'way', 'for', 'wal', '-', 'mart', 'to', 'show', 'its', 'loyalty', 'to', 'customers', '.']	['wal', '-', 'mart', 'can', 'make', 'us', 'healthier']	['can', 'wal', '-', 'mart', 'make', 'us', 'healthier', '?']	"['how', 'the', 'company', ""'s"", 'plan', 'to', 'cut', 'salt', ',', 'sugar', 'and', 'fat', 'from', 'its', 'food', 'might', 'affect', 'our', 'diets', '.']"
2323212_234_AE861G0AY5RGT	train	0	['a', 'family', 'man', 'or', 'woman', 'would', 'gamble', 'often']	['a', 'family', 'man', 'or', 'woman', 'would', 'never', 'gamble']	['the', 'lottery', 'and', 'gambling', 'and', 'harmful', 'to', 'individuals', 'and', 'families', 'that', 'waste', 'their', 'money', 'on', 'them', '.']	['internet', 'gambling', 'should', 'not', 'be', 'legalized']	['should', 'internet', 'gambling', 'be', 'legalized', '?']	['the', 'potential', 'boon', 'for', 'cash', '-', 'strapped', 'states', 'versus', 'the', 'social', 'costs', 'associated', 'with', 'addiction', '.']
9832599_442_A1HKYY6XI2OHO1	train	0	"['we', ""'ve"", 'got', 'far', 'too', 'few', 'ambassadors', 'as', 'it', 'is']"	"['we', ""'ve"", 'got', 'far', 'too', 'many', 'ambassadors', 'as', 'it', 'is']"	['regime', 'change', 'in', 'libya', 'led', 'to', 'the', 'murder', 'of', 'a', 'us', 'ambassador', ',', 'and', 'attacking', 'syria', 'could', 'have', 'similar', 'results', '.']	['us', 'should', 'not', 'attack', 'syria']	['is', 'an', 'attack', 'on', 'syria', 'justified', '?']	"['should', 'the', 'united', 'states', 'and', 'its', 'allies', 'launch', 'air', 'strikes', 'against', 'syria', 'in', 'response', 'to', 'the', 'assad', 'regime', ""'s"", 'reported', 'use', 'of', 'chemical', 'weapons', '?']"
9975147_345_AA7ASGQEOMKEZ	train	0	['these', 'are', 'given', 'to', 'women']	['these', 'are', 'given', 'on', 'the', 'basis', 'of', 'beauty', ',', 'and', 'not', 'merit']	['miss', 'america', 'gives', 'honors', 'and', 'education', 'scholarships', '.']	['miss', 'america', 'is', 'good', 'for', 'women']	['there', 'she', 'is', ',', 'miss', 'america']	['in', '1968', ',', 'feminists', 'gathered', 'in', 'atlantic', 'city', 'to', 'protest', 'the', 'miss', 'america', 'pageant', ',', 'calling', 'it', 'racist', 'and', 'sexist', '.', 'is', 'this', 'beauty', 'contest', 'bad', 'for', 'women', '?']
9949264_223_AE861G0AY5RGT	train	1	['a', 'chef', 'knows', 'better', 'than', 'you', 'the', 'proper', 'amount', 'of', 'salt', 'that', 'is', 'safe', 'and', 'tasty']	['a', 'chef', 'does', 'not', 'know', 'better', 'than', 'you', 'the', 'proper', 'amount', 'of', 'salt', 'that', 'is', 'tasty']	['i', 'believe', 'salt', 'preference', 'is', 'personal', 'taste', 'and', 'you', 'should', 'be', 'able', 'to', 'decide', 'for', 'yourself', '.']	['salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['should', 'salt', 'have', 'a', 'place', 'at', 'the', 'table', '?']	"['more', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'some', 'diners', 'find', 'it', 'annoying', '.']"
9947157_154_A34QZDSTKZ3JO9	train	0	"['many', 'people', 'do', ""n't"", 'use', 'salt', 'heavier', 'than', 'moderation']"	['many', 'people', 'use', 'salt', 'heavier', 'than', 'moderation']	['it', 'is', 'important', 'seasoning', 'and', 'can', 'be', 'used', 'in', 'moderation', '.']	['salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['should', 'salt', 'have', 'a', 'place', 'at', 'the', 'table', '?']	"['more', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'some', 'diners', 'find', 'it', 'annoying', '.']"
10951533_475_A34QZDSTKZ3JO9	train	0	['it', 'will', 'make', 'small', 'banks', 'unnecessary', 'in', 'a', 'large', 'economy']	"['smaller', 'banks', 'are', ""n't"", 'necessary', 'in', 'a', 'large', 'economy']"	['they', 'operate', 'in', 'such', 'a', 'large', 'economy', 'that', 'it', 'makes', 'it', 'almost', 'impossible', 'for', 'smaller', 'banks', 'to', 'succeed', '.']	['big', 'banks', 'are', 'out', 'of', 'control']	['are', 'big', 'banks', 'out', 'of', 'control', '?']	['does', 'the', 'lack', 'of', 'legal', 'compliance', 'that', 'have', 'cost', 'banks', 'billions', 'in', 'fines', 'show', 'that', 'some', 'have', 'gotten', 'too', 'big', 'to', 'manage', 'properly', '?']
5518992_134_A1J0GU26323WVA	train	0	['home', '-', 'schooled', 'children', 'would', 'associate', 'with', 'public', 'school', 'children']	['home', '-', 'schooled', 'children', 'would', 'rather', 'not', 'associate', 'with', 'public', 'school', 'children']	['playing', 'with', 'high', 'school', 'teams', 'allows', 'home', '-', 'schoolers', 'to', 'have', 'more', 'social', 'interaction', '.']	['home', '-', 'schoolers', 'should', 'play', 'for', 'high', 'school', 'teams']	['should', 'home', '-', 'schoolers', 'play', 'for', 'high', 'school', 'teams', '?']	"['home', '-', 'schoolers', 'may', 'not', 'want', 'their', 'children', 'in', 'the', 'classroom', 'but', 'they', ""'d"", 'like', 'to', 'see', 'them', 'on', 'the', 'football', 'field', '.', 'is', 'that', 'their', 'right', '?']"
10226499_137_A2GHGJP29KRWOQ	train	1	['the', 'casinos', 'are', 'usally', 'located', 'in', 'non', 'populated', 'areas']	['the', 'casinos', 'are', 'usally', 'located', 'in', 'populated', 'areas']	['the', 'areas', 'around', 'the', 'casinos', 'do', 'not', 'benefit', '.']	['casinos', 'are', 'too', 'much', 'of', 'a', 'gamble']	['are', 'casinos', 'too', 'much', 'of', 'a', 'gamble', '?']	['do', 'the', 'economic', 'and', 'fiscal', 'benefits', 'of', 'casinos', 'outweigh', 'their', 'social', 'and', 'economic', 'costs', '?']
9327086_83_AE861G0AY5RGT	train	0	['no', 'tip', 'should', 'be', 'given', 'for', 'proper', 'food', 'preparation']	['the', 'tip', 'is', 'given', 'for', 'proper', 'food', 'preparation']	['places', 'in', 'which', 'you', 'pick', 'your', 'order', 'up', 'or', 'clean', 'up', 'after', 'yourself', 'have', 'tip', 'jars', ',', 'and', 'we', 'do', 'not', 'owe', 'them', 'those', 'tips', '.']	['not', 'to', 'tip']	['to', 'tip', 'or', 'not', 'to', 'tip']	['should', 'restaurants', 'do', 'away', 'with', 'tipping', '?']
7952465_125_A2GHGJP29KRWOQ	train	1	['those', 'services', 'can', 'be', 'replaced', 'elsewhere', 'at', 'less', 'cost']	"['those', 'services', 'ca', ""n't"", 'be', 'replaced', 'elsewhere', 'at', 'less', 'cost']"	['many', 'libraries', 'provide', 'numerous', 'valuable', 'services', 'to', 'their', 'communities', '.']	['we', 'need', 'libraries']	['do', 'we', 'still', 'need', 'libraries', '?']	['what', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
11653691_737_AE861G0AY5RGT	train	1	['arab', 'leaders', 'are', 'willing', 'to', 'change', 'for', 'peace']	"['arab', 'leaders', 'are', ""n't"", 'willing', 'to', 'change', 'for', 'peace']"	['arab', 'leaders', 'have', 'no', 'interest', 'in', 'sitting', 'beside', 'a', 'jewish', 'state', 'that', 'is', 'responsible', 'for', 'decades', 'of', 'arab', 'refugees', '.']	"['hamas', '-', 'fatah', 'unity', 'ca', ""n't"", 'lead', 'to', 'mideast', 'peace']"	['can', 'hamas', '-', 'fatah', 'unity', 'lead', 'to', 'mideast', 'peace', '?']	['will', 'a', 'reconciliation', 'between', 'fatah', 'and', 'hamas', 'improve', 'the', 'chances', 'of', 'arab', '-', 'israeli', 'peace', ',', 'which', 'have', 'dimmed', 'as', 'u.s', '.-', 'backed', 'talks', 'foundered', '?']
10767327_380_A1DJNUJZN8FE7N	train	0	['abuse', 'and', 'exploitation', 'destroy', 'character']	['abuse', 'and', 'exploitation', 'build', 'character']	['evident', 'shows', 'that', 'polygamy', 'comes', 'with', 'child', 'abuse', 'and', 'exploitation', '.']	['courts', 'should', 'not', 'recognize', 'a', 'right', 'to', 'plural', 'marriage', 'among', 'consenting', 'adults']	['one', 'man', ',', 'one', 'woman', '.', 'or', 'more', '.']	['should', 'courts', 'recognize', 'a', 'right', 'to', 'plural', 'marriage', 'among', 'consenting', 'adults', '?']
13081146_0_A1CF6U3GF7DZEJ	train	0	['we', 'need', 'israel', 'to', 'stop', 'causing', 'trouble', 'and', 'let', 'itself', 'be', 'contained', 'by', 'another', 'muslim', 'state']	['we', 'need', 'israel', 'to', 'continue', 'to', 'be', 'strong', 'and', 'not', 'be', 'weakened', 'by', 'another', 'muslim', 'state']	['making', 'it', 'a', 'state', 'would', 'force', 'israel', 'to', 'negotiate', 'with', 'them', 'as', 'an', 'equal', '.']	['nations', 'should', 'recognize', 'a', 'palestinian', 'state']	['recognizing', 'a', 'palestinian', 'state']	['should', 'nations', 'recognize', 'a', 'palestinian', 'state', '?']
7955845_286_A34QZDSTKZ3JO9	train	0	['people', 'meeting', 'together', 'is', 'a', 'positive', 'thing']	['people', 'meeting', 'together', 'would', 'make', 'too', 'much', 'noise', 'for', 'people', 'to', 'read']	['libraries', 'provide', 'a', 'meeting', 'places', 'for', 'many', 'positive', 'activities', '.']	['we', 'need', 'libraries']	['do', 'we', 'still', 'need', 'libraries', '?']	['what', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
6954381_147_A3TKD7EJ6BM0M5	train	1	['muslims', 'are', 'dangerous', 'and', 'isreal', 'needs', 'weapons', 'of', 'mass', 'destruction', 'to', 'protect', 'itself']	"['muslims', 'are', 'harmless', 'and', 'isreal', 'does', ""n't"", 'need', 'weapons', 'of', 'mass', 'destruction', 'to', 'protect', 'itself']"	['america', 'has', 'historically', 'misled', 'muslims', 'while', 'allowing', 'israel', 'to', 'have', 'weapons', 'of', 'mass', 'destruction', '.']	['supporting', 'israel', 'hurts']	['has', 'support', 'for', 'israel', 'hurt', 'u.s.', 'credibility', '?']	['is', 'support', 'for', 'israel', 'so', 'entrenched', 'in', 'american', 'politics', 'that', 'the', 'u.s.', 'has', 'lost', 'credibility', 'and', 'influence', 'in', 'the', 'middle', 'east', '?']
9417917_880_A2GHGJP29KRWOQ	train	0	['the', 'world', 'is', 'not', 'already', 'over', 'populated']	['the', 'world', 'is', 'already', 'over', 'populated']	['delaying', 'motherhood', 'may', 'cause', 'in', 'the', 'inability', 'to', 'have', 'children', 'when', 'you', 'want', 'them', '.']	['women', 'should', 'not', 'delay', 'motherhood']	['should', 'women', 'delay', 'motherhood', '?']	['women', 'are', 'waiting', 'longer', 'to', 'start', 'families', '.', 'what', 'are', 'the', 'pros', 'and', 'cons', 'of', 'motherhood', 'at', '20', ',', '30', ',', '40', 'and', 'beyond', '?']
10944652_774_A2QVMCGDLTWV9	train	0	['banks', 'can', 'not', 'handle', 'large', 'debt', 'feeding']	['banks', 'can', 'handle', 'large', 'debt', 'feeding', 'perfectly', 'well', '.']	['there', 'is', 'a', 'large', 'rise', 'of', 'debt', 'feeding', 'big', 'banks', '.']	['big', 'banks', 'are', 'out', 'of', 'control']	['are', 'big', 'banks', 'out', 'of', 'control', '?']	['does', 'the', 'lack', 'of', 'legal', 'compliance', 'that', 'have', 'cost', 'banks', 'billions', 'in', 'fines', 'show', 'that', 'some', 'have', 'gotten', 'too', 'big', 'to', 'manage', 'properly', '?']
13651544_37_AYFOAD75CRBKE	train	0	['we', 'have', 'other', 'organizations', 'in', 'place', 'to', 'replace', 'it']	['nothing', 'is', 'in', 'place', 'to', 'replace', 'it']	['the', 'cia', 'causes', 'more', 'problems', 'for', 'us', 'security', 'than', 'it', 'solves', '.']	"['we', 'do', ""n't"", 'need', 'the', 'c.i.a.']"	['do', 'we', 'need', 'the', 'c.i.a.', '?']	['would', 'the', 'security', 'needs', 'of', 'the', 'united', 'states', 'be', 'better', 'served', 'if', 'the', 'agency', 'were', 'dismantled', '?']
9831390_15_A1CF6U3GF7DZEJ	train	1	['it', 'is', 'nevertheless', 'great', 'pr']	['it', 'is', 'nevertheless', 'bad', 'pr']	"['the', 'us', 'attacking', 'syria', 'would', 'only', 'create', 'more', 'problems', 'no', 'matter', 'which', 'faction', 'wins', ',', 'probably', 'al', '-', ""qa'eda"", '.']"	['us', 'should', 'not', 'attack', 'syria']	['is', 'an', 'attack', 'on', 'syria', 'justified', '?']	"['should', 'the', 'united', 'states', 'and', 'its', 'allies', 'launch', 'air', 'strikes', 'against', 'syria', 'in', 'response', 'to', 'the', 'assad', 'regime', ""'s"", 'reported', 'use', 'of', 'chemical', 'weapons', '?']"
2699528_384_A34QZDSTKZ3JO9	train	0	['everyone', 'really', 'cares', 'about', 'current', 'issues']	['nobody', 'really', 'cares', 'about', 'current', 'issues']	['humanities', 'programs', 'improve', 'understanding', 'of', 'current', 'issues', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
12538747_447_APW9F8OTJ4KXO	train	0	['new', 'technologies', 'will', 'not', 'continue', 'to', 'pop', 'up', 'and', 'will', 'not', 'take', 'precedence', 'over', '3d', 'printing']	['new', 'technologies', 'will', 'continue', 'to', 'pop', 'up', 'and', 'take', 'precedence', 'over', '3d', 'printing']	['3d', 'printing', 'technology', 'will', 'evolve', 'and', 'grow', ',', 'just', 'like', 'cell', 'phones', 'have', '.']	['3-d', 'printing', 'will', 'change', 'the', 'world']	['will', '3-d', 'printing', 'change', 'the', 'world', '?']	"['for', 'all', 'the', 'hype', 'over', 'three', '-', 'dimensional', 'printing', ',', 'it', ""'s"", 'still', 'unclear', 'exactly', 'how', 'and', 'when', 'it', 'will', 'have', 'an', 'impact', 'on', 'our', 'daily', 'lives', '.']"
