#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
14666389_480_A1CF6U3GF7DZEJ	dev	0	['the', 'excuse', 'is', 'rarely', 'warranted']	['the', 'excuse', 'is', 'sometimes', 'warranted']	['Police', 'use', 'the', 'excuse', 'of', 'fear', 'for', 'life', 'to', 'abuse', 'use', 'of', 'force', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
16178496_0_A104V8NZIQFN2F	dev	1	['no', 'one', 'in', 'their', 'right', 'mind', 'would', 'hier', 'me', 'as', 'a', 'lawyer']	['I', 'am', 'a', 'good', 'lawyer']	"['I', 'attended', 'a', 'night', 'school', 'and', 'if', 'the', 'ABA', 'raised', 'the', 'bar', 'I', 'would', ""n't"", 'have', 'a', 'California', 'license', '.']"	['The', 'bar', 'is', 'not', 'too', 'low', 'to', 'get', 'into', 'law', 'school']	['Is', 'the', 'Bar', 'Too', 'Low', 'to', 'Get', 'Into', 'Law', 'School', '?']	['An', 'increasing', 'number', 'of', 'law', 'students', 'have', 'failed', 'the', 'bar', 'exam', 'in', 'recent', 'years', '.']
16621641_0_A1HKYY6XI2OHO1	dev	1	"['there', ""'s"", 'already', 'enough', 'regulation', 'burdening', 'companies']"	"['there', ""'s"", 'not', 'enough', 'regulation', 'burdening', 'companies']"	['Government', 'must', 'regulate', 'companies', 'to', 'ensure', 'compliance', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
16634255_46_A2OZTBCBOCHF9E	dev	1	"['People', 'should', ""n't"", 'be', 'defiant']"	['People', 'can', 'be', 'defiant']	"['Addiction', 'causes', 'defiance', ',', 'and', 'forcing', 'a', 'person', ""'s"", 'hand', 'does', 'more', 'harm', 'than', 'good', '.']"	['Drug', 'addicts', 'should', 'not', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
16633504_753_A2QVMCGDLTWV9	dev	0	['function', 'impairment', 'is', 'secondary', 'to', 'the', 'mental', 'issues', 'not', 'caused', 'by', 'drugs']	['function', 'impairment', 'is', 'secondary', 'to', 'the', 'mental', 'issues', 'caused', 'by', 'drugs']	['Drug', 'use', 'does', 'not', 'impair', 'function', 'for', 'many', 'people', ',']	['Drug', 'addicts', 'should', 'not', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
16621084_7_A3TKD7EJ6BM0M5	dev	1	['laundering', 'drug', 'cartel', 'money', 'is', 'good', 'for', 'investors']	['laundering', 'drug', 'cartel', 'money', 'is', 'bad', 'for', 'investors']	['HSBC', 'has', 'been', 'laundering', 'drug', 'cartel', 'money', 'knowingly', 'from', 'the', 'start', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
17005695_0_A1DJNUJZN8FE7N	dev	1	"['cats', 'are', ""n't"", 'human']"	['cats', 'should', 'be', 'treated', 'humanely']	['Declawing', 'cats', 'is', 'inhuman', 'o', 'the', 'animal', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
14379665_0_A1CF6U3GF7DZEJ	dev	0	['this', 'is', 'the', 'case', 'if', 'religious', 'beliefs', 'are', 'involved']	['this', 'is', 'not', 'the', 'case', 'if', 'religious', 'beliefs', 'are', 'involved']	['Refusing', 'medical', 'care', 'for', 'your', 'children', 'is', 'child', 'abuse', '.']	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
13770094_102_A1DJNUJZN8FE7N	dev	0	"['we', 'ca', ""n't"", 'trust', 'our', 'government', 'to', 'handle', 'the', 'problem']"	['we', 'can', 'trust', 'out', 'government', 'to', 'handle', 'the', 'problem']	"['The', 'issue', 'of', 'immigrants', 'working', 'for', 'lower', 'wages', 'and', 'less', 'benefits', 'taking', 'jobs', 'away', 'from', 'American', ""'s"", 'should', 'be', 'addressed', 'by', 'our', 'government', '.']"	['The', 'threat', 'has', 'been', 'ignored']	['Do', 'Immigrants', 'Take', 'Jobs', 'From', 'American', '-', 'Born', 'Workers', '?']	['Has', 'the', 'threat', 'to', 'economic', 'stability', 'been', 'exaggerated', 'or', 'ignored', '?']
16803626_23_APW9F8OTJ4KXO	dev	1	['the', 'results', 'encourage', 'important', 'thought', 'and', 'discussion', 'regardless', 'of', 'how', 'accurate', 'they', 'are']	"['the', 'results', 'do', ""n't"", 'encourage', 'important', 'thought', 'and', 'discussion', 'regardless', 'of', 'how', 'accurate', 'they', 'are']"	['Polls', 'results', 'create', 'a', 'public', 'narrative', 'rather', 'than', 'reality', '.']	['Pollings', 'undermine', 'democracy']	['Does', 'Polling', 'Undermine', 'Democracy', '?']	['Have', 'public', 'opinion', 'surveys', 'been', 'given', 'too', 'great', 'a', 'role', 'in', 'American', 'politics', '?', 'Are', 'they', 'measuring', 'public', 'opinion', ',', 'or', 'creating', 'it', '?']
16969415_188_A1HKYY6XI2OHO1	dev	0	['everyone', 'pays', 'attention', 'to', 'ratings', 'anyway']	['no', 'one', 'pays', 'attention', 'to', 'ratings', 'anyway']	['Students', 'are', 'able', 'to', 'make', 'false', 'claims', 'against', 'professors', '.', 'Some', 'people', 'make', 'these', 'claims', 'and', 'may', 'not', 'even', 'be', 'real', 'students', '.']	['It', 'is', 'not', 'fair', 'to', 'rate', 'professors', 'online']	['Is', 'It', 'Fair', 'to', 'Rate', 'Professors', 'Online', '?']	['As', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'RateMyProfessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
17015769_205_A1CF6U3GF7DZEJ	dev	0	"['cats', 'do', ""n't"", 'have', 'rights']"	['cats', 'do', 'have', 'rights']	['Not', 'wanting', 'to', 'declaw', 'cats', 'is', 'a', 'personal', 'choice', ',', 'and', 'you', 'can', 'campaign', 'if', 'you', 'want', ',', 'but', 'it', 'should', 'not', 'be', 'forced', 'on', 'all', 'cat', 'owners', '.']	['It', 'should', 'be', 'legal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
16624526_138_A34QZDSTKZ3JO9	dev	0	['companies', 'will', 'not', 'pay', 'penalties']	['companies', 'will', 'pay', 'penalties']	['Companies', 'break', 'the', 'law', 'and', 'chalk', 'it', 'up', 'as', 'their', 'duty', 'to', 'their', 'shareholders', 'and', 'consider', 'any', 'financial', 'penalties', 'as', 'part', 'of', 'business', 'costs', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
16325513_0_A34QZDSTKZ3JO9	dev	0	"['past', 'generations', 'are', ""n't"", 'responsible', 'for', 'what', 'happened', 'today']"	['past', 'generations', 'are', 'responsible', 'for', 'what', 'happened', 'today']	"['Being', 'a', 'student', 'of', 'history', 'I', 'have', 'learned', 'you', 'can', 'not', 'apply', 'today', ""'s"", 'societal', 'norms', 'to', 'the', 'ones', 'of', 'past', 'generations', '.']"	['Former', 'colonial', 'powers', 'should', 'not', 'pay', 'reparations']	['Are', 'Trans', '-', 'Atlantic', 'Slave', 'Trade', 'Reparations', 'Due', '?']	['Should', 'former', 'colonial', 'powers', 'pay', 'reparations', 'for', 'the', 'Atlantic', 'slave', 'trade', '?']
16319702_0_A34QZDSTKZ3JO9	dev	0	['forebears', 'were', 'not', 'our', 'ancestors', 'and', 'responsible', 'for', 'us']	['forebears', 'were', 'our', 'ancestors', 'and', 'responsible', 'for', 'us']	"['How', 'forebears', 'were', 'treated', '150', 'years', 'ago', 'should', ""n't"", 'effect', 'your', 'state', 'of', 'being', 'today', '.']"	['Former', 'colonial', 'powers', 'should', 'not', 'pay', 'reparations']	['Are', 'Trans', '-', 'Atlantic', 'Slave', 'Trade', 'Reparations', 'Due', '?']	['Should', 'former', 'colonial', 'powers', 'pay', 'reparations', 'for', 'the', 'Atlantic', 'slave', 'trade', '?']
17017672_28_A1DJNUJZN8FE7N	dev	1	['mutilation', 'is', 'kinda', 'fun']	['mutilation', 'is', 'disgusting']	['De', '-', 'clawing', 'is', 'mutilation', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
14367663_411_A34QZDSTKZ3JO9	dev	1	"['if', 'we', 'keep', 'using', 'same', 'sex', 'colleges', ',', 'females', 'wo', ""n't"", 'try', 'to', 'be', 'leaders', 'in', 'other', 'places']"	['if', 'we', 'keep', 'using', 'same', 'sex', 'colleges', ',', 'females', 'will', 'learn', 'to', 'heed', 'leaders', 'in', 'other', 'places']	['I', 'believe', 'that', 'society', 'will', 'see', 'that', 'same', 'sex', 'schools', 'encourage', 'female', 'leadership', '.']	['Same', '-', 'sex', 'colleges', 'are', 'still', 'relevant']	['Are', 'Same', '-', 'Sex', 'Colleges', 'Still', 'Relevant', '?']	['Do', 'same', '-', 'sex', 'colleges', 'play', 'an', 'important', 'role', 'in', 'education', ',', 'or', 'are', 'they', 'outdated', '?']
14256738_141_A1HKYY6XI2OHO1	dev	0	['more', 'dead', 'babies', 'will', 'not', 'help', 'reduce', 'the', 'out', 'of', 'control', 'population', 'growth', 'many', 'places', 'are', 'experiencing']	['more', 'dead', 'babies', 'will', 'help', 'reduce', 'the', 'out', 'of', 'control', 'population', 'growth', 'many', 'places', 'are', 'experiencing']	['Complications', 'with', 'one', 'delivery', 'at', 'home', 'could', 'have', 'resulted', 'in', 'death', 'but', 'was', 'easily', 'mitigated', 'in', 'ICU', '.']	['Women', 'should', 'not', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['Is', 'Home', 'Birth', 'Ever', 'a', 'Safe', 'Choice', '?']	['Should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
14367986_0_APW9F8OTJ4KXO	dev	1	['that', 'landscape', 'does', 'not', 'provide', 'a', 'realistic', 'glimpse', 'of', 'the', 'workforce', 'students', 'will', 'be', 'entering']	['that', 'landscape', 'does', 'provides', 'a', 'realistic', 'glimpse', 'of', 'the', 'real', 'world', 'students', 'will', 'be', 'entering']	['Same', 'sex', 'schools', 'offers', 'a', 'specific', 'landscape', '.']	['Same', '-', 'sex', 'colleges', 'are', 'still', 'relevant']	['Are', 'Same', '-', 'Sex', 'Colleges', 'Still', 'Relevant', '?']	['Do', 'same', '-', 'sex', 'colleges', 'play', 'an', 'important', 'role', 'in', 'education', ',', 'or', 'are', 'they', 'outdated', '?']
15882595_533_A1HKYY6XI2OHO1	dev	1	['we', 'can', 'deport', 'them']	['we', 'can', 'not', 'deport', 'them']	['Those', 'that', 'come', 'to', 'the', 'US', 'solely', 'to', 'have', 'citizenship', 'conferred', 'on', 'their', 'children', 'are', 'abusing', 'the', 'system', '.']	['Abolish', 'Birthright', 'Citizenship']	"['Should', ""'"", 'Birthright', 'Citizenship', ""'"", 'Be', 'Abolished', '?']"	['Several', 'G.O.P.', 'candidates', 'are', 'calling', 'for', 'an', 'end', 'to', 'the', 'constitutional', 'rule', 'that', 'a', 'child', 'born', 'in', 'the', 'U.S.', 'is', 'a', 'U.S.', 'citizen', '.', 'Is', 'this', 'a', 'good', 'idea', '?']
13958896_0_A34QZDSTKZ3JO9	dev	0	"['the', 'misery', 'wo', ""n't"", 'get', 'people', 'to', 'try', 'harder']"	['the', 'misery', 'will', 'get', 'people', 'to', 'try', 'harder']	['The', 'imposed', 'budget', 'will', 'lead', 'to', 'more', 'misery', '.']	"['Greece', ""'s"", 'anti', '-', 'austerity', 'government', 'ca', ""n't"", 'succeed']"	"['Can', 'Greece', ""'s"", 'Anti', '-', 'Austerity', 'Government', 'Succeed', '?']"	"['Can', 'Greece', ""'s"", 'new', 'leftist', 'government', 'lift', 'the', 'country', 'out', 'of', 'its', 'economic', 'wreckage', 'or', ',', 'by', 'resisting', 'its', 'creditors', ',', 'will', 'it', 'only', 'make', 'things', 'worse', '?']"
17011337_517_AE861G0AY5RGT	dev	0	['indoor', 'cats', 'have', 'no', 'way', 'to', 'defend', 'themselves']	['indoor', 'cats', 'have', 'no', 'need', 'to', 'defend', 'themselves']	['They', 'need', 'to', 'use', 'their', 'claws', 'for', 'defense', 'and', 'instinct', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
16969415_744_A104V8NZIQFN2F	dev	1	['professors', 'tenure', 'will', 'protect', 'them']	['professors', 'tenure', 'will', 'not', 'protect', 'them']	"['The', 'online', 'ratings', 'effect', 'teacher', ""'s"", 'careers', 'and', 'are', 'uncontrolled', '.']"	['It', 'is', 'not', 'fair', 'to', 'rate', 'professors', 'online']	['Is', 'It', 'Fair', 'to', 'Rate', 'Professors', 'Online', '?']	['As', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'RateMyProfessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
14367579_566_A1CF6U3GF7DZEJ	dev	1	['it', 'is', 'not', 'beneficial', 'to', 'the', 'majority']	['it', 'is', 'beneficial', 'to', 'the', 'majority', 'of', 'right', '-', 'thinkers']	['Single', '-', 'sex', 'education', 'may', 'be', 'beneficial', 'to', 'some', '.']	['Same', '-', 'sex', 'colleges', 'are', 'still', 'relevant']	['Are', 'Same', '-', 'Sex', 'Colleges', 'Still', 'Relevant', '?']	['Do', 'same', '-', 'sex', 'colleges', 'play', 'an', 'important', 'role', 'in', 'education', ',', 'or', 'are', 'they', 'outdated', '?']
16627411_73_A104V8NZIQFN2F	dev	0	['acting', 'in', 'only', 'their', 'own', 'interest', 'is', 'not', 'how', 'we', 'expect', 'them', 'to', 'act']	['acting', 'in', 'only', 'their', 'own', 'interest', 'is', 'how', 'we', 'can', 'expect', 'them', 'to', 'act']	['The', 'economic', 'meltdown', 'and', 'history', 'of', 'companies', 'show', 'that', 'companies', 'are', 'unethical', 'and', 'only', 'are', 'out', 'for', 'themselves', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
14102517_999_A34QZDSTKZ3JO9	dev	1	['too', 'much', 'economic', 'activity', 'can', 'put', 'a', 'strain', 'on', 'roads', 'and', 'infrastructure']	['too', 'much', 'economic', 'activity', 'does', 'not', 'put', 'a', 'strain', 'on', 'roads', 'and', 'infrastructure']	['New', 'buildings', 'generate', 'tax', 'revenue', 'and', 'economic', 'activity', '.']	['Helping', 'condo', 'developers', 'help', 'the', 'city']	['Does', 'Helping', 'Condo', 'Developers', 'Hurt', 'the', 'City', '?']	['Have', 'tax', 'breaks', ',', 'zoning', 'and', 'other', 'policies', 'that', 'have', 'fueled', 'condo', 'development', 'unfairly', 'benefited', 'the', 'rich', 'at', 'the', 'expense', 'of', 'other', 'residents', '?']
16146730_277_A104V8NZIQFN2F	dev	0	['Russia', 'can', 'figure', 'out', 'how', 'to', 'be', 'helpful']	['Russia', 'just', 'can', 'not', 'figure', 'out', 'how', 'to', 'be', 'helpful']	['Currently', ',', 'they', 'could', 'help', 'us', 'as', 'much', 'as', 'we', 'help', 'them', ',', 'it', 'is', 'important', 'to', 'be', 'a', 'good', 'and', 'helpful', 'member', 'of', 'the', 'world', '.']	['Russia', 'can', 'be', 'a', 'partner']	['Can', 'Russia', 'Really', 'Be', 'a', 'Partner', 'to', 'Bring', 'Peace', 'to', 'Syria', '?']	['Can', 'Russia', 'be', 'an', 'ally', 'in', 'stabilizing', 'Syria', 'and', 'fighting', 'ISIS', 'or', 'is', 'it', 'too', 'closely', 'tied', 'to', 'the', 'Assad', 'regime', '?']
15416860_74_A3TKD7EJ6BM0M5	dev	0	['the', 'court', 'is', 'not', 'intended', 'to', 'represent', 'citizens', 'and', 'to', 'protect', 'the', 'constitution']	['the', 'court', 'is', 'not', 'intended', 'to', 'represent', 'citizens', 'but', 'to', 'protect', 'the', 'constitution']	['The', 'Supreme', 'Court', 'is', 'only', '9', 'people', ',', 'and', 'does', 'not', 'represent', 'all', 'US', 'citizens', '.']	['Supreme', 'court', 'is', 'too', 'powerful']	['Is', 'the', 'Supreme', 'Court', 'Too', 'Powerful', '?']	['Is', 'judicial', 'review', 'the', 'best', 'way', 'to', 'avoid', 'political', 'influence', '?', 'Or', 'is', 'change', 'best', 'accomplished', 'legislatively', '?']
16635954_53_A3TKD7EJ6BM0M5	dev	0	['the', 'guilt', 'about', 'the', 'cost', 'of', 'treatment', 'can', 'cause', 'addicts', 'to', 'stay', 'sober']	['the', 'guilt', 'about', 'the', 'cost', 'of', 'treatment', 'can', 'cause', 'addicts', 'to', 'relapse']	['The', 'only', 'good', 'reason', 'to', 'not', 'put', 'drug', 'addicts', 'into', 'treatment', 'is', 'people', 'worried', 'about', 'cost', '.']	['Drug', 'addicts', 'should', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
15875797_378_A1DJNUJZN8FE7N	dev	0	"['those', 'symbols', 'of', 'class', 'do', 'not', 'make', 'the', 'difference', 'in', 'a', 'child', ""'s"", 'life']"	"['those', 'symbols', 'of', 'class', 'can', 'make', 'the', 'difference', 'in', 'a', 'child', ""'s"", 'life']"	['It', 'is', 'now', 'just', 'a', 'symbol', 'of', 'class', 'for', 'people', 'to', 'come', 'and', 'have', 'children', 'that', 'are', 'citizens', 'by', 'birth', 'to', 'have', 'the', 'right', 'passport', '.']	['Abolish', 'Birthright', 'Citizenship']	"['Should', ""'"", 'Birthright', 'Citizenship', ""'"", 'Be', 'Abolished', '?']"	['Several', 'G.O.P.', 'candidates', 'are', 'calling', 'for', 'an', 'end', 'to', 'the', 'constitutional', 'rule', 'that', 'a', 'child', 'born', 'in', 'the', 'U.S.', 'is', 'a', 'U.S.', 'citizen', '.', 'Is', 'this', 'a', 'good', 'idea', '?']
13761282_307_A3GNQDFPZALU92	dev	1	['the', 'effect', 'is', 'really', 'marginal', 'at', 'best', ',', 'as', 'has', 'been', 'seen', 'in', 'recent', 'data']	['the', 'effect', 'is', 'in', 'no', 'way', 'marginal', ',', 'as', 'has', 'been', 'seen', 'in', 'recent', 'data']	['Even', 'though', 'I', 'am', 'liberal', 'I', 'can', 'see', 'the', 'effect', 'on', 'the', 'construction', 'industry', 'with', 'immigrants', ' ', 'taking', 'jobs', 'at', 'a', 'lower', 'wage', 'with', 'no', 'benefit', '.']	['The', 'threat', 'has', 'been', 'ignored']	['Do', 'Immigrants', 'Take', 'Jobs', 'From', 'American', '-', 'Born', 'Workers', '?']	['Has', 'the', 'threat', 'to', 'economic', 'stability', 'been', 'exaggerated', 'or', 'ignored', '?']
14379270_0_AA7ASGQEOMKEZ	dev	0	"['it', ""'s"", 'not', 'their', 'right', 'to', 'harm', 'their', 'child']"	"['it', ""'s"", 'their', 'child', 'to', 'harm']"	['Religious', 'exemptions', 'for', 'child', 'access', 'to', 'healthcare', 'could', 'harm', 'the', 'child', '.']	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
16625226_326_A104V8NZIQFN2F	dev	1	['government', 'should', 'have', 'written', 'more', 'effective', 'laws']	['government', 'should', 'not', 'have', 'had', 'to', 'have', 'written', 'more', 'effective', 'laws']	['Businesses', 'find', 'loopholes', 'in', 'laws', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
16683288_0_AE861G0AY5RGT	dev	1	['those', 'Muslims', 'improve', 'the', 'culture', 'in', 'Europe', 'greatly']	['those', 'Muslims', 'worsen', 'the', 'culture', 'in', 'Europe', 'greatly']	['There', 'are', 'over', 'a', ' ', 'billion', 'Muslims', 'in', 'the', 'world', ',', 'too', 'many', 'for', 'Europe', 'to', 'allow', 'in', '.']	['Europe', 'should', 'shun', 'refugees']	['Should', 'Europe', 'Shun', 'Refugees', 'After', 'the', 'Paris', 'Attacks', '?']	['Concern', 'has', 'increased', 'after', 'it', 'was', 'revealed', 'that', 'one', 'of', 'the', 'Paris', 'terrorists', 'had', 'a', 'Syrian', 'passport', 'that', 'may', 'have', 'been', 'used', 'to', 'enter', 'Greece', '.']
14388117_167_A1CF6U3GF7DZEJ	dev	1	['refusing', 'medical', 'care', 'is', 'not', 'like', 'eating', 'their', 'children']	['refusing', 'medical', 'care', 'is', 'like', 'eating', 'their', 'children']	['We', 'would', 'not', 'allow', 'cannibalism', 'to', 'occur', 'even', 'though', 'it', 'is', ' ', 'a', 'strong', 'religious', 'belief', '.']	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
14666389_480_A1I4CYG5YDFTYM	dev	1	['criminals', 'pose', 'a', 'real', 'thread', 'of', 'danger', 'to', 'officers', 'because', 'they', 'fear', 'being', 'arrested']	"['criminals', 'do', ""n't"", 'pose', 'a', 'real', 'thread', 'of', 'danger', 'to', 'officers', 'when', 'they', 'fear', 'being', 'arrested']"	['Police', 'use', 'the', 'excuse', 'of', 'fear', 'for', 'life', 'to', 'abuse', 'use', 'of', 'force', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
16631058_323_A34QZDSTKZ3JO9	dev	0	"['people', 'ca', ""n't"", 'use', 'drugs', 'in', 'rehab']"	"['people', 'ca', ""n't"", 'use', 'drugs', 'in', 'prison']"	['People', 'can', 'end', 'up', 'in', 'prison', 'or', 'die', 'from', 'drug', 'addiction', '.']	['Drug', 'addicts', 'should', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
17006393_116_AJNQ2PBD07FKE	dev	0	['they', 'can', 'stop', 'vets', 'from', 'performing', 'the', 'procedure']	"['They', 'ca', ""n't"", 'stop', 'vets', 'from', 'performing', 'the', 'procedure']"	['Declawing', 'is', 'mutilation', 'and', 'anyone', 'who', 'practices', 'it', 'is', 'selfish', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
14164442_347_APW9F8OTJ4KXO	dev	1	['the', 'other', 'alternatives', 'are', 'uncertain', 'and', 'ineffective']	['the', 'other', 'alternatives', 'are', 'certain', 'and', 'effective']	['There', 'are', ',', 'in', 'fact', ',', 'other', 'alternatives', 'instead', '.']	['The', 'Atlantic', 'coast', 'should', 'not', 'be', 'opened', 'to', 'drilling']	['Resuming', 'Drilling', 'in', 'the', 'Atlantic']	['Should', 'the', 'Atlantic', 'coast', 'be', 'opened', 'to', 'off', '-', 'shore', 'oil', 'and', 'gas', 'drilling', '?']
